2022-02-25,Penni Pierce,3,1222
2022-08-14,Lino Gibbs,1,1400
2022-05-14,Coletta Dixon,3,3142
2022-09-07,Nathanial Hudson,5,2664
2022-03-18,Dorie Glover,5,3024
2022-05-30,Silvana Colon,5,2876
2022-05-30,Glynis Shaw,3,3128
2022-11-11,Brett Stokes,1,1346
2022-02-17,Hyacinth Warner,1,3397
2022-01-17,Danuta Ellis,4,2547
2022-12-06,Tyrell Garza,4,1184
2022-01-05,Thora Silva,3,2251
2022-01-29,Hyman Hunt,3,1742
2022-02-10,Inocencia Frank,3,2879
2022-10-27,Sebrina Herrera,4,3140
2022-07-08,Darrick Matthews,4,3559
2022-10-24,Loriann Bradley,2,1633
2022-05-27,Donn Owens,1,3768
2022-11-14,Martin Patton,4,1308
2022-01-23,Yukiko Wise,3,1103
2022-08-26,Marguerita Walsh,5,2946
2022-05-25,Marceline Newman,5,3586
2022-11-14,Leandro Andrews,4,3006
2022-05-21,Filiberto Reid,3,1846
2022-11-26,Dee Ruiz,3,1592
2022-05-10,Kathey Crawford,3,1829
2022-05-04,Lavera Flowers,4,1223
2022-04-16,Argelia Owens,2,2917
2022-11-13,Sherlyn Vega,2,3688
2022-03-07,Penni Soto,5,1786
2022-11-24,Foster Alvarado,1,1779
2022-09-09,Manual Wallace,2,1973
2022-09-15,Benedict Ferguson,3,1856
2022-04-07,Elroy Carr,5,3652
2022-09-14,Emmitt Klein,3,2357
2022-01-01,Rolf Hall,1,2304
2022-06-23,Karleen Gardner,2,3382
2022-04-24,Rolf Fields,2,3431
2022-03-05,Kandis Jordan,5,1517
2022-03-01,Rutha Sullivan,3,2346
2022-03-03,Trinh Patton,3,3264
2022-09-09,Allen Bowman,3,2675
2022-08-27,Verena French,1,1974
2022-08-07,Chung Jacobs,2,1722
2022-10-10,Lou Copeland,2,2767
2022-09-28,Rudy Houston,3,2045
2022-07-15,Angele Wells,1,3579
2022-11-16,Eugene Simmons,1,2966
2022-07-15,Mel Hawkins,5,2706
2022-03-22,Coletta Carpenter,3,2373
2022-06-04,Shaunda Reeves,1,3048
2022-07-06,Norah Poole,3,1635
2022-02-04,Arminda Higgins,2,2567
2022-06-26,Clarita George,4,3342
2022-07-27,Criselda Ray,5,3965
2022-03-12,Hildred Manning,2,2345
2022-01-27,Walker James,4,1107
2022-06-17,Inocencia Gross,1,3464
2022-02-01,Louie Duncan,3,1946
2022-05-19,Renetta Richardson,2,2997
2022-07-28,Jolyn Larson,3,3158
2022-10-23,Jamey Alvarez,4,1823
2022-12-03,Shenita Dixon,5,3449
2022-06-02,Hassan Wolfe,3,1171
2022-06-04,Echo Vasquez,5,1435
2022-02-04,Francoise Morrison,4,1885
2022-11-01,Brenton Ramsey,2,2302
2022-02-05,Gino Simmons,5,3089
2022-06-24,Olimpia Pena,3,1245
2022-10-07,Johana Mcbride,4,2710
2022-04-20,Fe Ramos,3,1217
2022-08-31,Lala Alvarez,2,2814
2022-09-22,Buck Frazier,1,1297
2022-10-11,Rashad Leonard,3,3614
2021-12-28,Obdulia Diaz,3,1654
2022-01-03,Alease Woods,1,3740
2022-02-11,Ermelinda Blake,4,2054
2022-02-20,Walton Brady,1,1106
2022-06-26,Kelle Wolfe,5,2803
2022-06-30,Arletha Banks,4,3926
2022-10-17,Buck Dunn,2,1754
2022-05-06,Santo Baldwin,4,2897
2022-03-29,Hosea Jimenez,4,3946
2022-02-12,Piedad Gibson,5,1028
2022-03-18,Kasey Richards,4,3507
2022-07-17,Jamey Washington,2,3217
2022-06-21,Alix Nunez,3,3073
2022-02-12,Robt Campbell,1,3075
2022-07-18,Augustus Payne,1,3723
2022-03-26,Dacia Lucas,4,1232
2022-01-04,Ezekiel Dennis,4,2578
2022-02-27,Yung Tyler,2,2033
2022-10-25,Deshawn Delgado,5,1545
2022-07-31,Horacio Erickson,2,3365
2022-07-16,Wilber Benson,4,2794
2022-03-30,Patria Simon,3,2051
2022-04-05,Judson Stone,2,2364
2022-04-21,Doloris Douglas,3,2033
2022-11-22,Cristie Reeves,1,1302
2022-07-18,Arie Freeman,4,3091
2022-11-28,Glynda Little,3,3550
2022-03-12,Kimiko Hoffman,2,2128
2022-04-04,Colton Robertson,3,1074
2021-12-29,Dannette Collins,2,2235
2022-07-05,Chet Davidson,3,3778
2022-06-11,Dee Saunders,3,1763
2022-09-25,Tereasa Hunt,2,1633
2022-05-26,Randee Hernandez,2,2035
2022-05-23,Jeromy Rowe,2,1228
2022-05-12,Shaunna Beck,4,2314
2022-01-10,Lawerence Brady,3,3634
2022-05-21,Lavette Mcdaniel,5,3981
2022-06-19,Alline Cole,3,1450
2022-05-12,Gearldine Bailey,3,1508
2022-07-05,Rashad Gray,1,2760
2022-06-25,Bernie Marshall,5,2239
2022-08-09,Katia Rivera,2,2316
2022-11-06,Alishia Bailey,5,3599
2022-06-06,Aliza Rodgers,3,2316
2022-11-09,Man Burns,5,1548
2022-01-17,Raleigh Fitzgerald,4,2168
2022-09-08,Dannie Reed,3,1392
2022-02-26,Loida Simpson,2,3163
2022-10-20,Delpha Thornton,1,2505
2022-06-20,Samual Mason,2,1437
2022-09-20,Trinidad Daniels,3,3917
2022-01-10,Coletta Simpson,5,2937
2022-03-17,China Greene,5,3750
2022-03-18,Virgilio Warner,1,2536
2022-01-03,Patricia Newton,5,3553
2022-02-24,Yolando Sanchez,1,2456
2022-07-30,Prince Vasquez,2,2994
2022-08-02,Kelley Berry,2,2381
2022-04-30,Laronda Shelton,1,3575
2022-02-15,Becki Paul,4,2963
2022-05-05,Ozella Hale,1,1605
2022-08-14,Lizzette Torres,3,2461
2022-01-19,Jetta Mccormick,4,2541
2022-05-12,Claudie Hampton,4,1419
2022-03-21,Maia Simmons,3,1359
2022-06-06,Sebrina Chapman,1,3575
2022-12-22,Norah Matthews,3,1273
2022-03-04,Cristobal Carroll,3,3050
2022-08-29,Floretta Schneider,2,1640
2022-12-02,Luna Rodriquez,4,2570
2022-09-22,Isidra Moody,2,1296
2022-01-24,Clorinda Paul,5,2447
2022-08-26,Ardell Ryan,3,3832
2022-04-28,Connie Morrison,3,3392
2022-12-24,Michale Ray,3,3988
2022-07-30,Toshiko Oliver,1,2227
2022-10-28,Devora Crawford,2,1828
2022-08-07,Laraine Klein,2,1819
2022-08-10,Samual Nichols,2,2926
2022-10-21,Olen Sharp,2,2960
2022-09-25,Jolanda Johnston,1,3740
2022-07-14,Mauro Watts,1,1613
2022-07-01,Irish Phillips,5,2560
2022-01-01,Danyell Yates,1,3707
2022-01-16,Hank Farmer,4,2592
2022-01-06,Dannie Coleman,1,2144
2022-02-09,Alonso Ramos,3,3321
2022-08-10,Jeanmarie Perry,5,3197
2022-03-30,Modesto Lambert,5,2303
2022-07-04,Bradly Day,4,2410
2022-01-21,Jeanmarie Peters,1,1893
2022-03-27,Eugene Holt,3,2520
2022-03-19,Isaias Poole,1,3264
2022-05-05,Veola Walters,5,2510
2022-06-26,Wonda Chavez,1,2061
2022-05-03,Johna Bradley,1,3898
2022-05-16,Dimple Ramirez,5,3803
2022-12-24,Dong Foster,4,1078
2022-04-15,Buster Curtis,3,1433
2022-07-14,Dorsey Perez,4,3576
2022-07-27,Hank Griffin,4,3507
2022-11-07,Maybell Schneider,4,3353
2022-12-14,Devorah Ballard,5,3005
2022-10-07,Williemae Jenkins,2,1688
2022-03-24,Berneice Graves,5,1744
2022-09-05,Arnoldo Washington,2,1120
2022-08-24,Randee Hicks,5,1738
2022-06-08,Glennie Hill,3,1304
2022-04-21,Keven Cobb,5,2143
2022-05-17,Lavonna Allen,4,1578
2022-05-09,Karyl Daniel,2,3085
2022-01-11,Hassan Pittman,5,1098
2022-04-21,Donte Nelson,1,2103
2022-08-27,Jc Torres,4,1775
2022-02-13,Mendy Cobb,1,2860
2022-03-17,Walter Maldonado,2,1663
2022-10-23,Leif Kennedy,1,3401
2022-06-02,Ambrose Fox,2,3456
2022-03-13,Filiberto Taylor,3,1200
2022-10-11,Brinda Welch,1,2299
2022-03-20,Thora Johnson,4,3042
2022-03-05,Omega Goodwin,3,2514
2022-01-26,Mendy Bishop,3,1870
2022-05-18,Chi Allen,1,2388
2022-07-21,Judson Parks,3,1394
2022-08-04,Ranae Ballard,5,2127
2022-08-31,Wally Torres,5,1760
2022-08-20,Kary Day,2,3416
2022-09-17,Werner Todd,3,3930
2022-05-07,Toshiko Alvarez,4,1965
2022-06-14,Ricki Baker,4,2372
2022-02-14,Meri Mckinney,4,2101
2022-07-02,Filiberto Steele,4,3761
2022-09-21,Lyman Morgan,3,1952
2022-04-09,Carol Ball,5,1725
2022-05-09,Antonia Collins,3,2454
2022-09-05,Broderick Harrison,5,2950
2022-10-29,Elenore Bowen,1,2473
2022-10-29,Kaila Franklin,2,2832
2022-02-04,Olen Bates,2,3505
2022-09-20,Nathanael French,3,3429
2022-07-02,Benton Strickland,4,1117
2022-12-08,Jimmy Pierce,3,3017
2022-07-27,Tristan Horton,3,1422
2022-06-09,Phylicia Romero,5,2042
2022-04-23,Shenita Strickland,3,1528
2022-06-05,Olen Santiago,2,3269
2022-10-06,Annalee Logan,3,1940
2022-03-10,Miss Maldonado,5,2139
2022-04-10,Mirtha Welch,5,1631
2022-08-19,Meggan Waters,3,3177
2022-05-31,Delena Sims,1,1358
2022-06-21,Johana Lynch,1,3591
2022-03-30,Amado Schwartz,3,2015
2022-12-15,Dannie Lyons,4,3289
2022-10-03,Alease Ball,1,3298
2022-01-26,Delmer Bush,1,1298
2022-08-09,Gaynelle Strickland,3,3046
2022-06-06,Jaleesa Young,4,3437
2022-03-06,Hilde Christensen,2,3107
2022-09-01,Elden Luca,4,3027
2022-04-26,Lenny Colon,3,3352
2022-04-01,Long Santos,2,1928
2022-05-24,Sanora Byrd,1,2617
2022-10-09,Omer Colon,4,1172
2022-06-29,Breann Thompson,1,2147
2022-02-23,Lenny Valdez,1,3112
2022-03-15,Erinn Lopez,3,1248
2022-11-10,Eldridge Ortega,1,3320
2022-09-17,Porter Terry,2,3434
2022-05-27,Verlene Sanchez,3,2472
2022-09-18,Fe Grant,2,1889
2022-03-31,Marcellus Wise,3,1632
2022-11-04,Lynell Ellis,4,2712
2022-01-16,Columbus Yates,1,3132
2022-11-30,Xochitl Miller,1,3175
2022-04-22,Jerrell Roy,4,3622
2022-11-28,Lyndon Garrett,4,3892
2022-02-21,Meri Gray,1,3319
2022-05-12,Rolf Torres,3,1398
2022-11-11,Natashia Mccarthy,5,2243
2022-06-09,Huey Ellis,3,3172
2022-10-28,Jen Cohen,2,2250
2022-01-17,Loriann Maxwell,2,1740
2022-01-15,Rhona Henry,1,1054
2022-11-29,Ricki Pittman,1,3881
2022-01-11,Loriann Vargas,3,1364
2022-04-02,Delpha Norris,2,3749
2022-01-22,Denese Gutierrez,5,1777
2022-05-15,Gertude Bennett,1,2705
2022-05-28,Gwyn Gross,2,1779
2022-09-01,Melaine May,4,3059
2022-02-28,Huey Meyer,4,1559
2022-11-21,Milagro Reed,2,3937
2022-06-30,Rueben Warren,2,1846
2022-07-31,Nicky Hayes,5,1745
2022-11-26,Mauro Patterson,5,3706
2022-04-29,Coralee Lawrence,3,1536
2022-02-26,Lawerence Wallace,5,2914
2022-10-27,Jene Martinez,1,1029
2022-02-06,Dung Moreno,2,1532
2022-06-14,Raleigh May,5,2886
2022-01-30,Mel Owens,1,1529
2022-01-31,Malcom Logan,4,1054
2022-06-13,Jae Allen,2,2463
2022-05-04,Yukiko Graham,1,1071
2022-10-22,Elly Moore,4,1542
2022-11-14,Sherlyn Ramsey,2,3199
2022-05-07,Aracelis Mclaughlin,4,1202
2022-10-05,Oren Robertson,2,3139
2022-11-20,Von Hopkins,2,2835
2022-07-19,Josphine Knight,5,2947
2022-01-10,Meri Ingram,2,3580
2022-10-23,Malcom Pratt,4,3590
2022-03-10,Hilario Roberts,3,2902
2022-02-26,Chas Mccoy,2,1200
2022-05-04,Jacinda Day,3,1379
2022-07-06,Verena Mclaughlin,2,1710
2022-05-20,Isreal Rodriquez,1,3396
2022-11-28,Justin George,5,1519
2022-01-06,Gennie Garza,4,3967
2022-05-23,Edmundo Hudson,3,1192
2022-07-17,Del Mccarthy,1,2638
2022-01-05,Dimple Lawrence,1,1899
2022-10-30,Paris Boyd,1,1278
2022-04-16,Kory Garner,2,2232
2022-01-02,Warner Briggs,5,2353
2022-08-09,Ermelinda Ward,5,1771
2022-08-30,Lisbeth Higgins,5,1450
2022-10-14,Gianna Walsh,1,3978
2022-10-22,Angelena Wallace,5,1096
2022-08-08,Elenore Clark,1,1974
2022-01-17,Justin Cook,4,2097
2022-09-01,Laquanda Hudson,3,1624
2022-12-17,Branda Ramirez,1,3822
2022-01-05,Robt Byrd,1,2615
2022-09-09,Daron Jacobs,4,1728
2022-02-27,Liberty Wells,5,1070
2022-08-28,Hong Thornton,5,1045
2022-09-10,Ariane Nunez,3,3012
2022-08-05,Nathanial Watkins,1,2464
2022-06-25,Lakiesha Johnson,3,3008
2022-12-18,Rutha Reese,2,1924
2022-07-19,Kiersten Rodgers,3,3073
2022-04-27,Olin Chapman,2,1346
2022-10-28,Sebrina Campbell,5,1821
2022-01-24,Edgardo Guzman,4,3816
2022-08-29,Ariane Neal,5,2998
2022-12-11,Elanor Ford,1,2200
2022-07-30,Samira Newman,1,3322
2022-10-15,Rashad Saunders,1,3333
2022-10-01,Lawanna Gonzalez,3,2918
2022-02-23,Fredric Rose,2,2679
2022-10-11,Argelia Joseph,5,3296
2022-07-05,Noma Bennett,4,3939
2022-11-18,Wally Mccoy,5,1358
2022-12-10,Hai Waters,3,3384
2022-10-02,Ellsworth Barber,4,2418
2022-09-07,Kory Robertson,1,2065
2022-09-11,Doloris Townsend,1,1973
2022-09-22,Miss Lopez,5,2211
2022-05-12,Zackary Sharp,1,2035
2022-03-19,Jeanmarie Rodriguez,3,3133
2022-10-15,Janise Fowler,4,3703
2022-10-05,Reyes Holt,3,1177
2022-07-21,Annett Manning,4,3865
2022-04-12,Rudy Banks,2,1219
2022-05-20,Waneta Cummings,3,1195
2022-08-12,Luise Pena,1,1857
2022-02-11,Minh Carpenter,2,3132
2022-09-26,Elden Thomas,4,2960
2022-05-27,Argelia Dean,1,3791
2022-08-08,Dannie Young,4,2993
2022-10-04,Huey Erickson,4,2448
2022-02-09,Elisha Floyd,4,2306
2022-03-20,Elden Barrett,1,1310
2022-09-20,Rueben Floyd,3,2166
2022-03-28,Waldo Ortega,2,1258
2022-08-05,Richie Russell,1,2406
2022-11-23,Larry Day,2,3876
2022-11-02,Eugene Arnold,2,1137
2022-12-04,Malcom Buchanan,3,1034
2022-04-18,Fermin Hopkins,5,2382
2022-08-25,Lachelle Benson,5,3892
2022-02-25,Del Cummings,4,2244
2022-06-03,Isidra Holland,3,1423
2022-11-16,Hyacinth Lindsey,2,3174
2022-12-06,Robt Buchanan,2,2212
2022-09-08,Jonah Farmer,3,1624
2022-05-07,Neville Jenkins,4,1806
2022-05-16,Omer Griffith,3,3737
2022-08-18,Cher Rios,5,2350
2022-12-16,Leonore Hernandez,4,1437
2022-02-04,Becki Parsons,1,1785
2022-09-29,Kam Tucker,3,1807
2022-10-25,Brendon Griffin,1,3629
2022-05-26,Connie Dean,2,1857
2022-08-04,Narcisa Guerrero,1,1080
2022-01-17,Dillon Wheeler,5,1999
2022-10-21,Alix Young,3,3488
2022-01-03,Josphine Walsh,5,1710
2022-02-15,Cicely Lindsey,3,1046
2022-09-11,Lauryn Murphy,3,2351
2022-09-20,Latrisha Porter,3,3898
2022-12-09,Damion Vaughn,3,1081
2022-06-08,Tashia Brock,3,2456
2022-09-28,Lisbeth Butler,5,2963
2022-05-19,Renaldo Fields,2,2356
2022-01-16,Jude Joseph,1,2359
2022-09-05,Karyl Reyes,2,1132
2022-02-23,Claud Wallace,5,1955
2022-01-28,Francie Wright,4,1379
2022-07-30,Tanner Morales,2,2626
2022-11-21,Dewitt Sanchez,4,1929
2022-10-17,Darby Jones,5,1871
2022-04-01,Mitzie Farmer,4,1959
2022-04-20,Dorie Boyd,4,3109
2022-07-22,Carmon Wheeler,4,1957
2022-10-27,Hosea Larson,4,3073
2022-03-12,Ermelinda French,2,1504
2022-05-13,Bud Wolfe,4,1435
2022-12-10,Titus Myers,5,1700
2022-10-07,Donya Evans,4,2273
2022-02-16,Gwenn Wells,2,3884
2022-07-09,Joannie Simmons,1,2634
2022-06-07,Olin Henry,1,2607
2022-04-24,Maximo Howard,3,3565
2022-09-30,Tai Lewis,1,2901
2022-02-22,Fumiko Owens,3,3450
2022-05-24,Susy Quinn,2,3908
2022-06-17,Sung Luca,2,2693
2022-10-03,Oren Waters,4,1342
2022-05-08,Eldridge Hart,2,2785
2022-01-25,Shayne Jenkins,2,1555
2022-02-14,Rutha Bishop,1,1599
2022-09-05,Lindsay Ramos,3,3998
2022-01-13,Assunta Larson,5,3270
2022-05-01,Noriko Mccarthy,2,2539
2022-12-05,Siu Webster,5,1920
2022-05-03,Gianna Harvey,5,1921
2022-10-03,Raguel Andrews,5,3625
2022-06-04,Chi Mcgee,3,3887
2022-04-22,Erline Adkins,2,2573
2022-01-23,Yong Floyd,2,1698
2022-07-10,Aundrea Cruz,4,1248
2022-03-29,Tod Barber,3,1677
2022-04-01,Dorie Ortiz,4,1568
2022-09-14,Adriene Bradley,1,2011
2022-08-15,Chung Chapman,3,1689
2022-12-12,Ambrose Powers,2,2108
2022-11-02,Yuko Burns,4,2613
2022-08-18,Hayden Williamson,3,1623
2022-04-18,Tod Garza,2,2517
2022-12-22,Adaline Ortega,4,3345
2022-06-21,Delena Lucas,3,2325
2022-05-31,Delicia Hines,3,3328
2022-07-27,Devora Johnson,4,3482
2022-06-27,Xochitl Alvarez,5,3593
2022-04-11,Nicky Porter,1,3297
2022-03-15,Reynalda Owens,3,1580
2022-10-18,Blythe Pierce,5,3174
2022-08-25,Hyman Maldonado,5,3223
2022-06-04,Quintin Greer,3,2523
2022-08-23,Delpha Howard,5,1571
2022-09-10,Diedre Gonzales,1,3399
2022-06-12,Arlen Garza,5,1999
