2022-05-06,Laurice Pearson,1698
2022-07-03,Lisbeth May,1942
2022-12-06,Danuta Reid,3776
2022-12-10,Jeanmarie Jimenez,2373
2022-11-04,Alec Fitzgerald,2358
2021-12-29,Francoise Gardner,1197
2022-07-08,Waylon Greene,3855
2022-04-11,Yukiko Malone,1511
2022-06-13,Rozella Gardner,2755
2022-07-21,Haywood Flores,1064
2022-08-03,Kristofer Mccormick,2624
2022-09-05,Jude Obrien,2000
2022-09-28,Sheilah Hardy,1342
2022-08-01,Fredric Shelton,1006
2022-05-21,Mohamed Wright,3849
2022-08-24,Bethann Wise,3859
2022-08-21,Ethelene Santiago,3249
2022-11-24,Antonia Flores,2862
2022-09-20,Jacquiline Wallace,2010
2022-11-08,Cristobal Lopez,2230
2022-10-25,Tequila Mills,2701
2022-12-24,Jolyn Barrett,1292
2022-10-20,Danuta Payne,1005
2022-03-10,Francina Dunn,3837
2022-04-21,Herb George,1087
2022-02-10,Theo Bryant,1210
2022-09-01,Shawnna Colon,3874
2022-07-16,Daron Mack,1381
2022-04-26,Mignon Greer,2884
2022-11-25,Louie Pearson,2535
2022-01-25,Ike Vasquez,1213
2022-08-26,Mika Jackson,1629
2022-09-09,Man Soto,1987
2022-06-13,Taisha Scott,1759
2022-03-27,Shavonne Thompson,3030
2022-12-06,Abram Malone,1970
2022-01-30,Nathanial Cole,3320
2022-08-25,Kraig Bennett,2480
2022-04-22,Justin Garner,3428
2022-04-20,Claudio Higgins,2391
2022-04-02,Usha Gill,2733
2022-12-19,Jae Cooper,2971
2022-11-13,Demetrice Murphy,2022
2022-04-12,Mignon Fowler,1327
2022-05-25,Veola Lee,1562
2022-12-27,Hosea Ramsey,3699
2022-09-30,Danika Ryan,1787
2022-10-12,Foster Gross,1524
2022-05-17,Newton Coleman,3939
2022-06-07,Miss Nunez,2443
2022-11-26,Mirtha Gordon,3171
2022-10-01,Cordie Pierce,1693
2022-04-05,Isa Martinez,2545
2021-12-30,Madlyn Maldonado,1761
2022-03-10,Antione Klein,1364
2022-01-26,Isis Blake,3854
2022-08-15,Zachariah Welch,1948
2022-02-26,Tory Townsend,2327
2022-01-06,Francina Elliott,1267
2022-09-22,Gianna Padilla,3258
2022-11-27,Gayle Guerrero,2832
2022-03-16,Rey Delgado,2618
2022-07-05,Jaleesa Anderson,3051
2022-04-06,Garret Day,2357
2022-04-26,Jannet Nguyen,3917
2022-06-19,Gino Osborne,2616
2022-04-07,Quinn Kennedy,2110
2022-11-28,Doretta Mccoy,2469
2022-11-16,Lezlie Norman,3065
2022-04-01,Jaleesa Williams,3343
2022-03-13,Tamesha Guerrero,3954
2022-04-24,Norah May,3808
2022-04-05,Jed Chambers,1500
2022-07-31,Dannie Frank,1363
2022-10-18,Johna Evans,1346
2022-01-06,Verlene Newton,3933
2022-03-25,Daron Curry,3016
2022-05-28,Barrett French,3952
2022-03-20,Whitney Moody,1720
2022-11-30,Martin Gray,3185
2022-12-17,Long Bowen,2841
2022-12-10,Claudio Gonzalez,1691
2022-08-23,Raguel Phillips,3510
2022-06-19,Ezequiel Carlson,1429
2022-09-16,Foster Reeves,2310
2022-05-09,Erinn Foster,1527
2022-10-30,Teodoro Ramirez,3588
2022-03-13,Penni Klein,2394
2022-05-31,Lala Russell,2650
2022-10-19,Janise Banks,2698
2022-09-22,Antonia Richardson,2188
2022-03-08,Kasie Franklin,1854
2022-05-30,Betsey Dunn,1729
2022-09-11,Brett Pierce,2645
2022-11-27,Newton Wheeler,2245
2022-06-01,Sal Montgomery,3892
2022-11-02,Jann Hamilton,3652
2022-08-19,Ka Hall,2338
2022-07-01,Gino Parks,2144
2022-12-23,Malik Hall,3977
2022-07-30,Hilde Gomez,1156
2022-03-28,Jesusa Carlson,2287
2022-12-04,Maximo Gibson,2141
2022-01-29,Marlen Banks,2248
2022-09-15,Faustino Mann,3864
2022-10-24,Elvina Andrews,1215
2022-04-11,Brett Clark,1606
2022-11-22,Magdalen Francis,1242
2022-01-30,Diedre Caldwell,3347
2022-07-15,Jenice Shaw,3866
2022-01-22,Herta Cook,1681
2022-01-23,Bell Potter,2705
2022-06-01,Zackary Shaw,3906
2022-03-24,Hilario Duncan,3138
2022-08-14,Karleen Chambers,2219
2022-08-24,Ardell Miller,1653
2022-06-09,Broderick Cruz,3193
2022-08-03,Jefferey Tyler,1167
2022-01-17,Chau Meyer,2939
2022-05-05,Sal Hardy,1217
2022-07-21,Chang Poole,3700
2022-08-23,Argelia Dixon,1245
2022-08-08,Dee Swanson,1603
2022-01-11,Reyes Wallace,2154
2022-08-16,Marivel West,3379
2022-07-23,Renetta Lyons,3878
2022-07-16,Catarina Buchanan,2360
2022-07-15,Evan Rose,3202
2022-11-20,Stanton Haynes,3473
2022-06-04,Shirleen Mccormick,2324
2022-08-14,Shayne Malone,3547
2022-11-30,Daron Goodman,3448
2022-12-24,Angelo Cunningham,1220
2022-02-08,Lasandra Owen,1211
2022-05-31,Chas Reynolds,1401
2022-05-19,Shery Carpenter,2239
2022-09-10,Teodoro Martin,3896
2022-10-12,Wally Williamson,1786
2022-06-24,Johna Perry,2022
2022-07-15,Madlyn Mitchell,3795
2022-05-12,Kaley Mack,3814
2022-02-08,Tyrell Mccormick,3412
2022-07-14,Meri Meyer,3284
2022-07-23,Hilaria Cruz,3021
2022-07-17,Jolanda Edwards,1635
2022-03-08,Klara Schmidt,1105
2022-02-27,Benton Brown,2899
2022-10-25,Willian Tucker,3604
2022-09-11,Erinn Vasquez,1427
2022-07-23,Man Garrett,1778
2022-02-15,Melaine Brown,2738
2022-04-05,Sid Vaughn,3614
2022-03-13,Alec Norman,3671
2021-12-28,Tory Boyd,3220
2022-09-20,Walter Walker,2993
2022-06-20,Andreas Sutton,3123
2022-12-05,Gaylene Daniels,1062
2022-09-21,Alec Mullins,1301
2022-01-03,Meggan Hubbard,3025
2022-12-05,Gennie Rodriquez,1116
2022-11-02,Lynetta Diaz,1730
2022-05-11,Reiko Caldwell,2170
2022-12-07,Glynis Pena,1609
2022-06-05,Blythe Alvarez,3256
2022-04-06,Deshawn Turner,3087
2022-06-21,Shawana Griffin,2553
2022-11-21,Cristopher Mccormick,1095
2022-04-09,Emmitt Thomas,2621
2022-05-27,Gearldine Burns,3839
2022-03-14,Michale Becker,3218
2022-04-18,Britt Watkins,1073
2022-05-09,Aliza Cruz,3278
2022-11-07,Lupe Ortega,1802
2022-05-24,Rudy Wolfe,2332
2022-09-21,Kiersten Frazier,2424
2022-07-25,Marcelo Hunt,1016
2022-08-15,Raylene Martinez,3359
2022-03-26,Mirtha Graves,1816
2022-10-31,Kristel Robinson,1579
2022-04-24,Jaleesa Medina,2333
2022-08-28,Mitchell Walton,3150
2022-11-08,Laquanda Walsh,1250
2022-10-06,Sid Collins,2181
2022-06-15,Lisbeth Hale,1918
2022-11-19,Katia Henderson,2830
2022-06-23,Johna Graves,2854
2022-02-02,Loriann Russell,1161
2022-01-01,Alishia Goodman,2602
2022-05-24,Arletha Mcbride,1604
2022-12-27,Otha Hardy,2548
2022-05-08,Marguerita Robbins,3988
2022-11-01,Mallie Phillips,1582
2022-07-18,Margareta Larson,1418
2022-10-28,Emmitt Scott,3215
2022-03-25,Harland Luca,2655
2022-04-01,Sherwood Mason,2833
2022-04-18,Connie Willis,1625
2022-11-23,Lasandra Keller,3645
2022-01-22,Doretta Miles,3296
2022-12-26,Werner Bowen,3466
2021-12-30,Keven Taylor,1847
2022-08-23,Gertude Roy,3931
2022-02-03,Mika Norris,1561
2022-11-26,Marinda Carr,1349
2022-06-28,Renetta Peterson,1398
2022-11-02,Florentino Stanley,3560
2022-08-30,Omer Henderson,2148
2022-02-17,Burl Copeland,1971
2022-10-21,Demetrius Estrada,3733
2022-11-25,Raylene Cole,2567
2022-02-22,Branda Garcia,2150
2022-05-17,Quinn Hines,1866
2022-07-11,Trinidad Fuller,2161
2022-03-18,Elden Bailey,3143
2022-04-30,Donte Ingram,1877
2022-10-30,Horacio Carter,3317
2022-11-10,Waylon Rodriquez,1961
2022-01-08,Hang Torres,1580
2022-05-28,Len Estrada,3905
2022-10-19,Paris Powers,1633
2022-06-05,Clorinda Howell,1244
2022-06-26,Penni Valdez,2059
2022-07-20,Alix Hale,3236
2022-06-04,Loida Hunter,1801
2022-10-13,Raylene Evans,1214
2022-11-30,Jamison Romero,3566
2022-02-20,Kimiko Shelton,2419
2022-09-06,Odis Gardner,1892
2022-09-27,Dewitt Miles,2776
2022-03-04,Alonso Harrison,1531
2022-12-06,Barrett Hammond,2209
2022-10-15,Cordell Cruz,3295
2022-02-25,Roselle Cunningham,1277
2022-10-07,Kaley Castro,3803
2022-10-21,Brinda Medina,3747
2022-10-21,Mikel Gregory,3965
2022-06-04,Mireille Romero,3255
2022-08-07,Mireille Johnston,1303
2022-10-27,Raymond Murphy,3588
2022-06-21,Stanford Stephens,2659
2022-02-10,Raymond Reed,2159
2022-05-08,Eldridge Day,1804
2022-05-09,Latashia Cook,3717
2022-05-24,Bradly Fitzgerald,1908
2022-05-01,Tyron Wilson,2347
2022-08-28,Lenny Haynes,3354
2022-07-19,Obdulia Caldwell,2712
2022-05-31,Stanford Pope,3193
2022-08-02,Cortez Castro,1447
2022-06-03,Augustus Hall,3566
2022-07-11,Malcom Glover,3767
2022-02-18,Jonah Hawkins,2302
2022-07-13,Walker Blake,3816
2022-10-20,Brynn Ramirez,2491
2022-09-06,Hildegarde Hunter,2589
2022-02-24,Chi Douglas,3700
2022-04-24,Columbus Reed,1481
2022-06-21,Marinda King,1098
2022-09-05,Azucena Bennett,3287
2022-10-15,Dionna Hall,2796
2022-10-27,Danille Medina,2181
2022-11-11,Verdie Spencer,3515
2022-05-20,Graig George,2081
2022-02-02,Shavonne Walker,2771
2022-03-07,Angelena Bishop,2152
2022-03-17,Loriann Webb,3934
2022-10-20,Santo Lindsey,2469
2022-11-17,Towanda Carlson,3498
2022-09-30,Chau Hopkins,1603
2022-05-07,Latesha Austin,2418
2022-11-25,Donte Romero,3836
2022-02-06,Mikel Spencer,1019
2022-04-03,Katrice Campbell,1445
2022-11-30,Melissia Dunn,2561
2022-07-05,Leisha Hudson,3781
2022-11-21,Jamison Mendez,1681
2022-12-08,Danika Franklin,3553
2022-09-09,Erasmo Webb,1073
2022-04-29,Neville Daniels,3250
2022-10-11,Brynn May,1979
2022-12-17,Oswaldo Barrett,3862
2022-10-19,Emerita Robinson,1688
2022-01-23,Ivelisse Richardson,3597
2022-04-20,Joannie Banks,1291
2022-06-21,Lala Padilla,2396
2022-08-29,Bernardine Moore,1628
2022-08-09,Obdulia Butler,2025
2022-02-27,Kimbery Payne,2441
2022-07-02,Bell Wood,1659
2022-11-03,Bev Doyle,3698
2022-02-08,Pandora Vaughn,3021
2022-10-06,Tristan Roberts,3366
2022-12-15,Minda Gibbs,2928
2022-07-08,Tristan Cummings,2845
2022-11-07,Shirley Pittman,2365
2022-07-21,Wes Martin,1472
2022-12-08,Marcelo Cooper,3582
2022-07-24,Ching Russell,2011
2022-12-10,Jenice Nelson,1328
2022-10-20,Norah Ingram,1167
2022-01-12,Jolanda Wood,1247
2022-12-26,Alix Reid,2975
2022-10-01,Drema Knight,1481
2022-09-19,Hipolito Owen,2090
2022-02-12,Leif Robinson,3817
2022-07-28,Irish Chapman,1820
2022-04-24,Dorie Morris,1608
2022-07-20,Jefferey Fuller,3738
2022-07-08,Cicely Spencer,3118
2022-09-04,Ezekiel Bates,2058
2022-06-13,Cristie Blair,3865
2022-05-02,Alease Mitchell,3684
2022-01-19,Abram Stevens,2883
2022-09-07,Haywood Perry,1310
2022-05-03,Bethann Lynch,2137
2022-05-05,Veola Sutton,2289
2022-10-06,Minh Obrien,1369
2022-09-17,Otha Evans,1110
2022-12-20,Angelena Reid,1242
2022-04-07,Melda Castro,3921
2022-03-28,Wes Lee,3774
2022-05-08,Verlie Wilson,2199
2022-02-09,Lezlie Lane,1501
2022-02-23,Odelia Davidson,3677
2022-03-14,Edda Howard,1301
2022-03-24,Lacy Carroll,1450
2022-01-18,Waldo Robbins,1678
2022-12-27,Jetta Thompson,1276
2022-09-08,Daron Bowman,3995
2022-06-10,Mika Ryan,2643
2022-03-22,Donn Schmidt,2676
2022-01-05,Aleshia Thomas,3500
2022-09-19,Joseph Willis,3339
2022-12-14,Roxy Perry,2560
2022-07-07,China Cross,3741
2022-11-15,Sid Robinson,3229
2022-07-06,Marcellus Glover,2418
2022-01-30,Reynalda Butler,2840
2022-05-07,Long Garza,2817
2022-06-30,Jarod Nunez,3326
2022-12-04,Sheilah Stokes,1623
2022-01-10,Lasandra Moreno,2409
2022-08-20,Kary Cohen,3903
2022-09-11,Luna Stanley,1450
2022-01-06,Chung Bowen,1802
2022-09-19,Ahmed Zimmerman,2515
2022-11-05,Reynalda Davis,1860
2022-07-19,Waldo Hines,2118
2022-04-30,Denese Poole,2930
2022-05-21,Antonia Daniel,2479
2022-04-19,Jordon Flores,1299
2022-02-12,Isreal Johnston,2540
2022-08-20,Barrett Perkins,1902
2022-06-05,Breann Hale,3400
2022-01-26,Williemae Webb,3833
2022-04-21,Wes Fowler,2891
2022-01-08,Keven Ross,2576
2022-03-05,Malcom Schultz,2277
2022-01-15,Tuan Cole,3979
2022-08-15,Stanford Matthews,3258
2022-10-18,Odis Kennedy,3642
2022-07-03,Delicia Aguilar,3129
2022-03-08,Marceline Ramirez,3622
2022-08-23,Erminia Wells,3929
2022-03-29,Cristie Rogers,2914
2022-01-15,Daron Sutton,3445
2022-03-20,Alishia Malone,2251
2022-07-11,Jerrica Mann,3628
2022-08-04,Moshe Castro,3621
2022-12-27,Shayne Palmer,2897
2022-07-30,Arnoldo Gonzales,1772
2022-05-20,Argelia Watson,2915
2022-11-15,Stanford Cohen,1952
2022-02-23,Annalisa Roberts,2099
2022-10-12,Jacquiline Sharp,1548
2022-04-28,Arden Beck,1119
2022-05-26,Amado Griffith,1484
2022-10-18,Rueben Manning,2450
2022-04-17,Kraig Carlson,1005
2022-08-06,Sandie Ballard,3329
2022-09-10,Vella Watson,1353
2022-01-11,Luigi Franklin,1337
2022-04-25,Mitzie Stephens,1583
2022-01-24,Keven Hamilton,2395
2022-10-01,Patria Young,3366
2022-09-25,Berneice Cooper,3952
2022-08-09,Verdie Stewart,3006
2022-04-22,Angelo Mendez,2901
2022-10-05,Blythe Hunt,1157
2021-12-29,Eusebio Warner,2656
2022-01-30,Karyl Mann,2856
2022-04-24,Cedrick Harmon,1129
2022-08-17,Apolonia Cannon,2974
2022-02-28,Ceola James,2178
2022-05-18,Modesto Ingram,2716
2022-09-06,Yi Ruiz,2207
2022-03-10,Keenan Flores,2896
2022-04-28,Annett Peters,2508
2022-06-09,Douglass Vega,1187
2022-07-21,Alline Butler,1804
2022-12-22,Jacquiline Jones,3052
2022-11-03,Maximo Perry,2794
2022-11-29,Brant Colon,1174
2022-10-20,Lynsey Burton,2185
2022-12-10,Joannie Schultz,2757
2022-06-19,Mendy Robinson,3975
2022-07-07,Wen Estrada,3557
2022-05-29,Chau Knight,3630
2022-04-22,Pandora Guerrero,2998
2022-11-13,Omega Mendoza,1236
2022-09-10,Johna Nichols,1778
2022-04-19,Deangelo Norris,1401
2022-10-26,Azucena Caldwell,3252
2022-08-10,Adalberto Nunez,1712
2022-02-26,Denese Peterson,2605
2021-12-30,Alline Rodgers,2141
2022-07-19,Bertram Diaz,1186
2022-03-04,Werner Maxwell,2939
2022-08-28,Mitchell Logan,1491
2022-02-05,Florentino Silva,2410
2022-10-17,Marilu Cox,3360
2022-06-24,Rozella Barnett,3855
2022-02-12,Juliane Davis,2093
2022-04-10,Toshiko Cruz,1273
2022-01-04,Arminda Marshall,3134
2021-12-28,Kam Lindsey,2712
2022-09-02,Ka Newton,1889
2022-06-10,Aliza Wheeler,3572
2022-05-25,Shayne Houston,3481
2022-01-10,Aliza Price,3570
2022-04-04,Elvina Newton,2706
2022-11-27,Cher King,1381
2022-09-27,Mallie Brock,3446
2022-12-11,Danyell Owens,3265
2022-11-20,Luigi Vega,1764
2022-10-07,Elden Obrien,3761
2022-05-28,Shaunda Carpenter,3493
2022-02-16,Carola Bates,1022
2022-09-14,Douglass Hale,2533
2022-08-30,Barrett Hansen,1417
2022-05-28,Tyrell Guzman,1840
2022-05-27,Fredric Walker,2443
2022-12-15,Hilton Sims,1320
2022-09-27,Annalee Briggs,2639
2022-01-10,Bernie Hamilton,1617
2022-09-30,Arminda Rose,2151
2022-02-07,Erinn Page,2926
2022-02-16,Gwenn Kim,3116
2022-05-04,Lynwood Sharp,1966
2022-10-14,Hilaria Hawkins,1969
2022-01-30,Betsey Rose,3065
2022-07-02,Florencio Newton,2836
2022-11-05,Inocencia Farmer,1831
2022-02-22,Katia Stone,3688
2022-10-17,Hobert Stevenson,3040
2022-07-19,Jamison Thornton,1392
2022-02-09,Maia Morrison,1140
2022-08-16,Willy Franklin,1058
2022-10-13,Sandie Sandoval,3542
2022-09-30,Loriann Evans,1966
2022-02-14,Claudie Rowe,2463
2022-03-13,Lauren Maxwell,1795
2022-09-16,Martin Silva,3625
2022-12-01,Herb Gray,2228
2022-05-20,Sherwood Ballard,3538
2022-11-25,Raylene Garza,2275
2022-02-15,Colton Haynes,3665
2022-12-02,Jae Lawrence,1980
2022-03-24,Jene Kennedy,2818
2022-12-27,Britta Baker,3152
2022-04-04,Robt Rodriquez,1791
2022-12-06,Reda Pena,2956
2022-11-13,Richie Paul,1578
2022-07-18,Winford Stokes,3018
2022-03-24,Edward Paul,2060
2022-03-30,Eusebio Ferguson,1174
2022-01-10,Keenan King,2400
2022-09-02,Vincenzo Scott,3485
2022-05-24,Lyndon Adams,3561
2022-04-04,Laurice Pena,2951
2022-10-13,Hyacinth Scott,2979
2022-12-07,Odelia Pierce,1364
2022-02-09,Coletta Griffin,1447
2022-02-27,Tristan Butler,2985
2022-06-08,Douglass Gomez,3677
2022-06-22,Faustino Goodman,3663
2022-10-11,Gayle Campbell,3346
2022-09-11,Shawnna Armstrong,1270
2022-04-20,Markus Elliott,3949
2022-07-26,Floretta Anderson,1331
2022-09-19,Hilaria Wolfe,2888
2022-11-11,Bethann Cooper,3215
2022-07-30,Gaston Bryant,1824
2022-07-20,Annalisa Roy,1169
2022-03-28,Kraig Chapman,2570
2022-10-23,Amado Richardson,3823
2022-09-18,Raylene Campbell,3631
2022-02-16,Cleora Ingram,3314
2022-11-29,Clorinda Gomez,1817
2022-04-24,Rosario Shelton,3766
2022-08-25,Waltraud Mills,2069
2022-05-12,Cordie Houston,2698
2022-01-25,Lyndon Robertson,1347
2022-10-18,Roselle Foster,2160
2022-11-06,Kip Gonzalez,1913
2022-06-11,Elden Stephens,3397
2022-12-08,Latesha Jackson,1506
2022-09-03,Latrisha Chapman,2774
2022-03-24,Ka Meyer,3525
2022-11-18,Porter Gregory,3439
2022-08-27,Elisha Barnett,3919
2022-02-05,Clarita Craig,2433
2022-11-01,Rozella Dennis,2213
2022-07-29,Assunta Zimmerman,1585
2022-05-09,Gaylord Keller,1063
2022-09-03,Maryalice Salazar,3220
2022-11-22,Oswaldo Wright,2636
2022-08-20,Oswaldo Lynch,1561
2022-09-12,Alonso Doyle,1083
2022-05-26,Hang Pearson,1088
2022-03-13,Verlene Cobb,3294
2022-06-13,Foster Barnett,1201
2022-01-11,Nicky Bates,1874
2022-03-04,Pandora Stevens,3753
2022-06-16,Shenita Byrd,1630
2022-11-29,Samual Keller,3369
2022-07-27,Noriko Colon,3674
2022-12-17,Maria Cobb,2678
2022-06-14,Jacinto Todd,3634
2022-10-11,Jewell Lambert,3903
2022-11-09,Modesto Lambert,3976
2022-05-09,Haywood Mcdonald,2313
2022-02-11,Sherika Oliver,2133
2022-01-01,Jordon Sims,2774
2022-07-19,Marceline Sandoval,1760
2022-03-16,Lenny Cunningham,1611
2022-07-16,Jamison Rivera,1753
2022-01-12,Jaleesa Schultz,1850
2022-08-11,Gaylene Beck,3217
2022-11-21,Zackary Townsend,3734
2022-07-17,Delmer Tyler,1988
2022-11-18,Latrisha Powers,1965
2022-05-23,Trula Warner,3630
2022-11-11,Shayne Cox,2696
2022-04-17,Moshe Dawson,1362
2022-08-17,Alix Payne,1423
2022-05-31,Eugene Welch,1057
2022-10-06,Clorinda Hammond,1018
2022-04-19,Reynalda Barnes,3695
2022-05-30,Dionna Stevenson,2580
2022-05-17,Haywood Carroll,2859
2022-09-19,Melda Warren,3149
2022-10-07,Herta Gonzalez,2267
2022-11-13,Rhona Sherman,2256
2022-07-11,Yong Craig,1949
2022-11-15,Deangelo Rios,2275
2022-04-14,Kimbery Hunt,1923
2022-07-24,Ka Keller,1510
2022-06-26,Hai Reed,1308
2022-03-30,Elvina Baker,1363
2022-01-23,Danuta Pittman,1796
2022-11-22,Lino Todd,1321
2022-01-23,Rochell Swanson,3383
2022-11-24,Sheilah Anderson,2589
2022-12-17,Inocencia Fisher,2132
2022-11-13,Alec Pena,2731
2022-10-04,Lenard Todd,1851
2022-11-16,Hildegarde Mills,2361
2022-02-11,Long Harvey,1034
2022-10-03,Keven Brewer,3704
2022-02-01,Usha Cook,1220
2022-11-04,Rupert Weaver,2621
2022-07-22,Domonique Hammond,1423
2022-09-08,Kathey Vasquez,2580
2022-05-16,Bernie Hayes,1380
2022-08-16,Mckinley Hampton,2393
2022-06-06,Mariko Hale,1766
2022-10-02,Clorinda Mullins,1138
2022-12-23,Leandro Ross,1118
2022-01-13,Oswaldo Martin,2737
2022-09-11,Angelo Estrada,3516
2021-12-31,Mikel Pearson,3781
2022-01-30,Rudy Floyd,1284
2022-11-12,Deshawn Colon,1772
2022-07-25,Chang Farmer,3194
2022-07-07,Blossom Powell,1339
2022-03-21,Colton Fitzgerald,2995
2022-02-18,Delpha Evans,1129
2022-05-30,Cher Perez,2961
2022-05-21,Fausto Garrett,2264
2022-06-17,Cleora Griffith,2590
2022-01-10,Francoise Fitzgerald,1246
2022-08-08,Laquanda Roberts,3807
2022-02-14,Leif Brock,2485
2022-10-12,Noma Hines,3735
2022-10-08,Hanh Flores,3257
2022-11-01,Janee Price,1130
2022-01-29,Fermin Brown,3052
2022-11-16,Leigh Guerrero,3342
2022-12-25,Columbus Mills,2165
2022-05-28,Dung Grant,3041
2022-02-09,Danyell Hunt,3245
2022-11-25,Echo Hubbard,2055
2022-03-21,Jamey Perez,2441
2022-12-10,Lynell Cook,1161
2022-12-15,Verlie Sandoval,1873
2022-09-20,Leigh Sims,1122
2022-08-20,Tequila Chambers,3859
2022-03-04,Tamesha Bates,3006
2022-03-02,Ozella Chapman,1380
2022-11-08,Meggan Frazier,1431
2022-05-06,Tuan Hicks,1017
2022-11-30,Ivelisse Bush,3813
2022-04-30,Luna Bell,3526
2022-07-08,Glynda Hart,2878
2022-10-09,Wen Joseph,1452
2022-10-16,Ivelisse Bates,2263
2022-12-05,Jamison Lee,3767
2022-07-26,Tyron Knight,3989
2022-10-17,Melaine Austin,2576
2022-05-01,Glennie Hines,3915
2022-12-26,Keven Hammond,2394
2022-10-07,Sandie Romero,2613
2022-10-17,Yuri Waters,3277
2022-02-27,Alonso Webster,2829
2022-04-18,Danuta Little,2987
2022-08-29,Marget Ortiz,3417
2022-08-06,Inocencia Stokes,3673
2022-10-02,Jesusa Ballard,1850
2022-11-16,Brett Erickson,3254
2022-01-20,Marget Brewer,1192
2022-06-06,Patria Nelson,2389
2022-07-14,Jolyn Carroll,1580
2022-10-20,Alonso Jennings,1053
2022-05-09,Maximo Austin,3443
2022-08-09,Jadwiga Hampton,2344
2022-03-29,Lachelle Fox,1782
2022-05-09,Arden Carter,1359
2022-04-16,Svetlana Delgado,1448
2022-12-12,Richie Ballard,2714
2022-09-18,Troy Garrett,1013
2022-01-26,Argelia Berry,2206
